DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CY,2019,46762,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CY,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CY,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CY,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,CZ,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2012,4063774,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2013,5294242,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2014,4853948,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2015,4839178,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2016,6763021,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2017,5672860,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2018,7413347,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2019,7090968,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2020,4081705,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2021,3459498,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DE,2022,5783068,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2012,143266,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2013,121793,bu
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2014,213525,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2015,239283,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2016,213839,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2017,252347,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2018,153813,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2019,238547,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,DK,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2012,35193419,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2013,33744080,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2014,32239738,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2015,31666368,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2016,34831371,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2017,33636676,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2018,34641895,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2019,36060430,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2020,26195249,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2021,35953783,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EA20,2022,30734023,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2013,24110,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2016,30308,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2017,33969,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2019,25414,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EE,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2014,15871,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2015,13214,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2016,14511,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2017,23632,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2018,21842,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2019,48959,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EL,2022,16346,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2012,292217,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2013,237192,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2014,242599,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2015,345952,b
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2016,302343,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2017,355243,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2018,407788,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2019,429043,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2020,96678,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2021,94451,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,ES,2022,220652,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2012,35860425,e
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2013,34352649,e
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2014,32934187,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2015,32363612,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2016,35527039,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2017,34639779,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2018,35796208,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2019,37025510,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2020,26484320,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2021,36329188,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,EU27_2020,2022,31460512,e
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2012,118864,bu
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2013,112885,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2014,89929,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2015,117307,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2016,127201,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2017,143540,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2018,133114,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2019,140198,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FI,2022,152586,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2012,583843,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2013,490659,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2014,704619,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2015,631279,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2016,672265,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2017,759678,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2018,644254,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2019,915086,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2020,248254,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2021,271080,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,FR,2022,800789,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2014,44833,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2017,31768,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2018,25944,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2019,37543,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HR,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2012,101939,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2013,64010,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2014,73595,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2015,96611,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2016,113888,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2017,132832,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2018,144785,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2019,122442,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2020,40194,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2021,28461,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,HU,2022,142700,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2012,107102,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2013,74900,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2014,90356,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2015,122039,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2016,145365,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2017,222756,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2018,194915,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2019,192810,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2020,55601,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IE,2022,212034,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2012,212342,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2013,468749,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2018,484239,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2019,510998,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,IT,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2012,9470,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2013,14699,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2014,17020,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2015,16008,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2016,19419,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2017,23534,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2018,32883,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2019,42007,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2020,14655,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2021,12683,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LT,2022,45491,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2012,53962,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2013,62606,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2014,75860,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2015,67910,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2016,76229,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2017,107312,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2018,113213,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2019,130146,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2020,79941,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2021,93177,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LU,2022,122881,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,NL,TOTAL,N_GE1,NR,LV,2022,,u
